127.0.0.1 - - [05/Jan/2024:08:44:03 +0700] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:35:02 +0700] "GET /ShopLaptop/image/Screenshot%202023-12-13%20094333.png HTTP/1.1" 200 97003
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:35:02 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css.map HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:35:02 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css.map HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:35:02 +0700] "GET /ShopLaptop/views/client/fonts/fontawesome-webfont.woff2?v=4.7.0 HTTP/1.1" 200 77160
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:35:02 +0700] "GET /ShopLaptop/views/client/css/ajax-loader.gif HTTP/1.1" 404 810
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:35:08 +0700] "GET /ShopLaptop/login?username=hieupham&password=hieupham510 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:35:08 +0700] "GET /ShopLaptop/home HTTP/1.1" 200 61277
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:35:08 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css.map HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:35:08 +0700] "GET /ShopLaptop/views/admin/css/bootstrap.min.css.map HTTP/1.1" 404 815
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:35:08 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css.map HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:35:12 +0700] "GET /ShopLaptop/logout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:35:12 +0700] "GET /ShopLaptop/home HTTP/1.1" 200 59718
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:35:12 +0700] "GET /ShopLaptop/views/admin/css/bootstrap.min.css.map HTTP/1.1" 404 815
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:35:12 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css.map HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:35:12 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css.map HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:35:57 +0700] "GET /ShopLaptop/home HTTP/1.1" 200 58629
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:35:57 +0700] "GET /ShopLaptop/views/admin/css/slick.css HTTP/1.1" 200 1776
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:35:57 +0700] "GET /ShopLaptop/views/admin/css/bootstrap.min.css HTTP/1.1" 200 121200
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:35:57 +0700] "GET /ShopLaptop/views/admin/css/nouislider.min.css HTTP/1.1" 200 3555
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:35:57 +0700] "GET /ShopLaptop/views/admin/css/slick-theme.css HTTP/1.1" 200 3145
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:35:57 +0700] "GET /ShopLaptop/views/admin/css/font-awesome.min.css HTTP/1.1" 200 31000
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:35:57 +0700] "GET /ShopLaptop/views/admin/css/style.css HTTP/1.1" 200 39529
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:35:57 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css HTTP/1.1" 200 121200
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:35:57 +0700] "GET /ShopLaptop/views/client/css/slick.css HTTP/1.1" 200 1776
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:35:57 +0700] "GET /ShopLaptop/views/client/css/slick-theme.css HTTP/1.1" 200 3145
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:35:57 +0700] "GET /ShopLaptop/views/client/css/nouislider.min.css HTTP/1.1" 200 3555
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:35:57 +0700] "GET /ShopLaptop/views/client/css/font-awesome.min.css HTTP/1.1" 200 31000
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:35:57 +0700] "GET /ShopLaptop/views/client/css/style.css HTTP/1.1" 200 39529
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:35:57 +0700] "GET /ShopLaptop/views/client/img/logo.png HTTP/1.1" 200 2251
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:35:57 +0700] "GET /ShopLaptop/views/client/js/jquery.min.js HTTP/1.1" 200 85578
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:35:57 +0700] "GET /ShopLaptop/views/client/js/bootstrap.min.js HTTP/1.1" 200 37045
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:35:57 +0700] "GET /ShopLaptop/views/client/js/slick.min.js HTTP/1.1" 200 42863
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:35:57 +0700] "GET /ShopLaptop/views/client/js/nouislider.min.js HTTP/1.1" 200 21184
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:35:57 +0700] "GET /ShopLaptop/views/client/js/jquery.zoom.min.js HTTP/1.1" 200 2607
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:35:57 +0700] "GET /ShopLaptop/views/client/js/main.js HTTP/1.1" 200 3620
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:35:57 +0700] "GET /ShopLaptop/views/admin/css/bootstrap.min.css.map HTTP/1.1" 404 815
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:35:57 +0700] "GET /ShopLaptop/image/Screenshot%202023-12-13%20170437.png HTTP/1.1" 200 47369
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:35:57 +0700] "GET /ShopLaptop/image/Screenshot%202023-12-13%20170744.png HTTP/1.1" 200 36306
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:35:57 +0700] "GET /ShopLaptop/views/admin/js/slick.min.js HTTP/1.1" 200 42863
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:35:57 +0700] "GET /ShopLaptop/views/admin/js/nouislider.min.js HTTP/1.1" 200 21184
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:35:57 +0700] "GET /ShopLaptop/views/admin/js/jquery.min.js HTTP/1.1" 200 85578
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:35:57 +0700] "GET /ShopLaptop/views/admin/js/bootstrap.min.js HTTP/1.1" 200 37045
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:35:57 +0700] "GET /ShopLaptop/views/admin/js/jquery.zoom.min.js HTTP/1.1" 200 2607
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:35:57 +0700] "GET /ShopLaptop/views/admin/js/main.js HTTP/1.1" 200 3620
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:35:57 +0700] "GET /ShopLaptop/image/Screenshot%202023-12-13%20094333.png HTTP/1.1" 200 97003
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:35:57 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css.map HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:35:57 +0700] "GET /ShopLaptop/views/client/fonts/fontawesome-webfont.woff2?v=4.7.0 HTTP/1.1" 200 77160
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:35:57 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css.map HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:35:57 +0700] "GET /ShopLaptop/views/client/css/ajax-loader.gif HTTP/1.1" 404 810
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:38:07 +0700] "GET /ShopLaptop/home HTTP/1.1" 200 58629
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:38:07 +0700] "GET /ShopLaptop/views/admin/css/slick.css HTTP/1.1" 200 1776
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:38:07 +0700] "GET /ShopLaptop/views/admin/css/bootstrap.min.css HTTP/1.1" 200 121200
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:38:07 +0700] "GET /ShopLaptop/views/admin/css/slick-theme.css HTTP/1.1" 200 3145
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:38:07 +0700] "GET /ShopLaptop/views/admin/css/nouislider.min.css HTTP/1.1" 200 3555
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:38:07 +0700] "GET /ShopLaptop/views/admin/css/font-awesome.min.css HTTP/1.1" 200 31000
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:38:07 +0700] "GET /ShopLaptop/views/admin/css/style.css HTTP/1.1" 200 39529
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:38:07 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css HTTP/1.1" 200 121200
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:38:07 +0700] "GET /ShopLaptop/views/client/css/slick.css HTTP/1.1" 200 1776
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:38:07 +0700] "GET /ShopLaptop/views/client/css/slick-theme.css HTTP/1.1" 200 3145
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:38:07 +0700] "GET /ShopLaptop/views/client/css/nouislider.min.css HTTP/1.1" 200 3555
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:38:07 +0700] "GET /ShopLaptop/views/client/css/font-awesome.min.css HTTP/1.1" 200 31000
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:38:07 +0700] "GET /ShopLaptop/views/client/css/style.css HTTP/1.1" 200 39529
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:38:07 +0700] "GET /ShopLaptop/views/client/img/logo.png HTTP/1.1" 200 2251
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:38:07 +0700] "GET /ShopLaptop/views/client/js/jquery.min.js HTTP/1.1" 200 85578
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:38:07 +0700] "GET /ShopLaptop/views/client/js/bootstrap.min.js HTTP/1.1" 200 37045
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:38:07 +0700] "GET /ShopLaptop/views/client/js/slick.min.js HTTP/1.1" 200 42863
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:38:07 +0700] "GET /ShopLaptop/views/client/js/nouislider.min.js HTTP/1.1" 200 21184
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:38:07 +0700] "GET /ShopLaptop/views/client/js/jquery.zoom.min.js HTTP/1.1" 200 2607
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:38:07 +0700] "GET /ShopLaptop/views/client/js/main.js HTTP/1.1" 200 3620
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:38:07 +0700] "GET /ShopLaptop/views/admin/css/bootstrap.min.css.map HTTP/1.1" 404 815
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:38:07 +0700] "GET /ShopLaptop/image/Screenshot%202023-12-13%20170744.png HTTP/1.1" 200 36306
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:38:07 +0700] "GET /ShopLaptop/image/Screenshot%202023-12-13%20170437.png HTTP/1.1" 200 47369
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:38:07 +0700] "GET /ShopLaptop/views/admin/js/bootstrap.min.js HTTP/1.1" 200 37045
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:38:07 +0700] "GET /ShopLaptop/views/admin/js/jquery.min.js HTTP/1.1" 200 85578
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:38:07 +0700] "GET /ShopLaptop/views/admin/js/slick.min.js HTTP/1.1" 200 42863
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:38:07 +0700] "GET /ShopLaptop/views/admin/js/jquery.zoom.min.js HTTP/1.1" 200 2607
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:38:07 +0700] "GET /ShopLaptop/views/admin/js/nouislider.min.js HTTP/1.1" 200 21184
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:38:07 +0700] "GET /ShopLaptop/views/admin/js/main.js HTTP/1.1" 200 3620
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:38:07 +0700] "GET /ShopLaptop/image/Screenshot%202023-12-13%20094333.png HTTP/1.1" 200 97003
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:38:08 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css.map HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:38:08 +0700] "GET /ShopLaptop/views/client/fonts/fontawesome-webfont.woff2?v=4.7.0 HTTP/1.1" 200 77160
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:38:08 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css.map HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:38:08 +0700] "GET /ShopLaptop/views/client/css/ajax-loader.gif HTTP/1.1" 404 810
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:38:13 +0700] "GET /ShopLaptop/list_product?id=1 HTTP/1.1" 200 32352
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:38:13 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css.map HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:38:13 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css.map HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:38:13 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css.map HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:39:12 +0700] "GET /ShopLaptop/list_product?id=1 HTTP/1.1" 200 32180
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:39:12 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css HTTP/1.1" 200 121200
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:39:12 +0700] "GET /ShopLaptop/views/client/css/slick.css HTTP/1.1" 200 1776
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:39:12 +0700] "GET /ShopLaptop/views/client/css/slick-theme.css HTTP/1.1" 200 3145
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:39:12 +0700] "GET /ShopLaptop/views/client/css/nouislider.min.css HTTP/1.1" 200 3555
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:39:12 +0700] "GET /ShopLaptop/views/client/css/font-awesome.min.css HTTP/1.1" 200 31000
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:39:12 +0700] "GET /ShopLaptop/views/client/css/style.css HTTP/1.1" 200 39529
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:39:12 +0700] "GET /ShopLaptop/views/client/img/logo.png HTTP/1.1" 200 2251
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:39:12 +0700] "GET /ShopLaptop/views/client/js/jquery.min.js HTTP/1.1" 200 85578
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:39:12 +0700] "GET /ShopLaptop/views/client/js/bootstrap.min.js HTTP/1.1" 200 37045
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:39:12 +0700] "GET /ShopLaptop/views/client/js/slick.min.js HTTP/1.1" 200 42863
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:39:12 +0700] "GET /ShopLaptop/views/client/js/nouislider.min.js HTTP/1.1" 200 21184
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:39:12 +0700] "GET /ShopLaptop/views/client/js/jquery.zoom.min.js HTTP/1.1" 200 2607
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:39:12 +0700] "GET /ShopLaptop/views/client/js/main.js HTTP/1.1" 200 3620
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:39:12 +0700] "GET /ShopLaptop/image/Screenshot%202023-12-13%20094333.png HTTP/1.1" 200 97003
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:39:12 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css.map HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:39:12 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css.map HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:39:12 +0700] "GET /ShopLaptop/views/client/fonts/fontawesome-webfont.woff2?v=4.7.0 HTTP/1.1" 200 77160
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:39:12 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css.map HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:39:47 +0700] "GET /ShopLaptop/list_product?id=1 HTTP/1.1" 200 31832
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:39:47 +0700] "GET /ShopLaptop/views/client/css/slick.css HTTP/1.1" 200 1776
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:39:47 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css HTTP/1.1" 200 121200
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:39:47 +0700] "GET /ShopLaptop/views/client/css/slick-theme.css HTTP/1.1" 200 3145
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:39:47 +0700] "GET /ShopLaptop/views/client/css/nouislider.min.css HTTP/1.1" 200 3555
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:39:47 +0700] "GET /ShopLaptop/views/client/css/font-awesome.min.css HTTP/1.1" 200 31000
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:39:47 +0700] "GET /ShopLaptop/views/client/css/style.css HTTP/1.1" 200 39529
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:39:47 +0700] "GET /ShopLaptop/views/client/img/logo.png HTTP/1.1" 200 2251
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:39:47 +0700] "GET /ShopLaptop/views/client/js/jquery.min.js HTTP/1.1" 200 85578
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:39:47 +0700] "GET /ShopLaptop/views/client/js/bootstrap.min.js HTTP/1.1" 200 37045
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:39:47 +0700] "GET /ShopLaptop/views/client/js/slick.min.js HTTP/1.1" 200 42863
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:39:47 +0700] "GET /ShopLaptop/views/client/js/nouislider.min.js HTTP/1.1" 200 21184
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:39:47 +0700] "GET /ShopLaptop/views/client/js/jquery.zoom.min.js HTTP/1.1" 200 2607
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:39:47 +0700] "GET /ShopLaptop/views/client/js/main.js HTTP/1.1" 200 3620
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:39:47 +0700] "GET /ShopLaptop/image/Screenshot%202023-12-13%20094333.png HTTP/1.1" 200 97003
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:39:47 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css.map HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:39:48 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css.map HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:39:48 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css.map HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:39:48 +0700] "GET /ShopLaptop/views/client/fonts/fontawesome-webfont.woff2?v=4.7.0 HTTP/1.1" 200 77160
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:40:03 +0700] "GET /ShopLaptop/home HTTP/1.1" 200 58629
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:40:03 +0700] "GET /ShopLaptop/views/admin/css/bootstrap.min.css HTTP/1.1" 200 121200
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:40:03 +0700] "GET /ShopLaptop/views/admin/css/slick.css HTTP/1.1" 200 1776
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:40:03 +0700] "GET /ShopLaptop/views/admin/css/slick-theme.css HTTP/1.1" 200 3145
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:40:03 +0700] "GET /ShopLaptop/views/admin/css/nouislider.min.css HTTP/1.1" 200 3555
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:40:03 +0700] "GET /ShopLaptop/views/admin/css/font-awesome.min.css HTTP/1.1" 200 31000
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:40:03 +0700] "GET /ShopLaptop/views/admin/css/style.css HTTP/1.1" 200 39529
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:40:03 +0700] "GET /ShopLaptop/image/Screenshot%202023-12-13%20170437.png HTTP/1.1" 200 47369
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:40:03 +0700] "GET /ShopLaptop/image/Screenshot%202023-12-13%20170744.png HTTP/1.1" 200 36306
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:40:03 +0700] "GET /ShopLaptop/views/admin/js/slick.min.js HTTP/1.1" 200 42863
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:40:03 +0700] "GET /ShopLaptop/views/admin/js/jquery.min.js HTTP/1.1" 200 85578
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:40:03 +0700] "GET /ShopLaptop/views/admin/js/bootstrap.min.js HTTP/1.1" 200 37045
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:40:03 +0700] "GET /ShopLaptop/views/admin/js/nouislider.min.js HTTP/1.1" 200 21184
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:40:03 +0700] "GET /ShopLaptop/views/admin/js/jquery.zoom.min.js HTTP/1.1" 200 2607
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:40:03 +0700] "GET /ShopLaptop/views/admin/js/main.js HTTP/1.1" 200 3620
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:40:03 +0700] "GET /ShopLaptop/views/admin/css/bootstrap.min.css.map HTTP/1.1" 404 815
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:40:03 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css.map HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:40:03 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css.map HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:40:03 +0700] "GET /ShopLaptop/views/client/css/ajax-loader.gif HTTP/1.1" 404 810
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:40:18 +0700] "GET /ShopLaptop/wishlist HTTP/1.1" 500 1297
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:40:20 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css.map HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:40:20 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css.map HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:40:20 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css.map HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:40:20 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css.map HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:40:20 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css.map HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:40:20 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css.map HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:40:20 +0700] "GET /ShopLaptop/views/admin/css/bootstrap.min.css.map HTTP/1.1" 404 815
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:45:00 +0700] "GET /ShopLaptop/login?username=hieupham&password=hieupham510 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:45:00 +0700] "GET /ShopLaptop/home HTTP/1.1" 200 61457
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:45:00 +0700] "GET /ShopLaptop/views/admin/css/bootstrap.min.css.map HTTP/1.1" 404 815
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:45:01 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css.map HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:45:01 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css.map HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:45:01 +0700] "GET /ShopLaptop/views/client/css/ajax-loader.gif HTTP/1.1" 404 810
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:45:02 +0700] "GET /ShopLaptop/wishlist HTTP/1.1" 200 27490
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:45:02 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css.map HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:45:02 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css.map HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:45:02 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css.map HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:45:27 +0700] "GET /ShopLaptop/wishlist HTTP/1.1" 200 27490
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:45:27 +0700] "GET /ShopLaptop/views/client/css/bootstrap.min.css HTTP/1.1" 200 121200
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:45:27 +0700] "GET /ShopLaptop/views/client/css/slick.css HTTP/1.1" 200 1776
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:45:27 +0700] "GET /ShopLaptop/views/client/css/nouislider.min.css HTTP/1.1" 200 3555
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:45:27 +0700] "GET /ShopLaptop/views/client/css/slick-theme.css HTTP/1.1" 200 3145
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:45:27 +0700] "GET /ShopLaptop/views/client/css/font-awesome.min.css HTTP/1.1" 200 31000
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:45:27 +0700] "GET /ShopLaptop/views/client/css/style.css HTTP/1.1" 200 39529
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:45:27 +0700] "GET /ShopLaptop/views/client/img/logo.png HTTP/1.1" 200 2251
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:45:27 +0700] "GET /ShopLaptop/views/client/js/jquery.min.js HTTP/1.1" 200 85578
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:45:27 +0700] "GET /ShopLaptop/views/client/js/slick.min.js HTTP/1.1" 200 42863
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:45:27 +0700] "GET /ShopLaptop/views/client/js/bootstrap.min.js HTTP/1.1" 200 37045
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:45:27 +0700] "GET /ShopLaptop/views/client/js/nouislider.min.js HTTP/1.1" 200 21184
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:45:27 +0700] "GET /ShopLaptop/views/client/js/jquery.zoom.min.js HTTP/1.1" 200 2607
0:0:0:0:0:0:0:1 - - [05/Jan/2024:14:45:27 +0700] "GET /ShopLaptop/views/client/js/main.js HTTP/1.1" 200 3620
